time,x,y,z,yaw,pitch,roll,vx,vy,vz,ax,ay,az,wx,wy,wz,speed_kmh,throttle,steer,brake,gear,lane_id,road_id,is_junction,collision,collision_intensity
7.766030810773373,106.41629028320312,-12.711931228637695,0.0015125274658203125,-89.6092529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1,0,False,0,0.0
7.816030811518431,106.41629028320312,-12.711931228637695,0.0014111327473074198,-89.6092529296875,0.0,0.0,8.183138611173035e-10,-3.5105884865771486e-10,-0.0017670630477368832,1.636627722234607e-08,-7.021176973154297e-09,-0.03534126281738281,5.028705913900922e-07,1.8512125734559959e-06,-2.859480985328844e-10,0.006361426971853587,0.75,-0.003664994379505515,0.0,0,-1,0,False,0,0.0
7.866030812263489,106.41629028320312,-12.711931228637695,0.0014040755340829492,-89.6092529296875,0.0,0.0,-8.967736775389312e-09,-3.709700879817035e-10,0.0006555462023243308,-1.9572101450648915e-07,-3.982247864797728e-10,0.048452187329530716,5.466695256473031e-07,-1.1452102626208216e-05,-1.709342334343944e-09,0.002359966328588787,0.75,-0.003674391657114029,0.0,0,-1,0,False,0,0.0
7.916030813008547,106.41629028320312,-12.711931228637695,0.0014670180389657617,-89.6092529296875,0.0,0.0,5.6687362359753024e-08,1.5274109088636578e-08,0.0015203189104795456,1.3131020750734024e-06,3.129015908598376e-07,0.01729545369744301,-2.0185238099657e-05,5.106133903609589e-05,2.736723292429133e-09,0.005473148081807192,0.75,-0.0036790904123336077,0.0,0,-1,0,False,0,0.0
7.966030813753605,106.41629028320312,-12.711931228637695,0.0015488051576539874,-89.6092529296875,0.0,0.0,-1.06398454491341e-08,3.1154476221040284e-10,0.001651344238780439,-1.346544195257593e-06,-2.9925129751973145e-07,0.002620506566017866,-4.769800625581411e-07,-6.730171207891544e-06,-1.1210052885957111e-09,0.005944839259733083,0.75,-0.0036837891675531864,0.0,0,-1,0,False,0,0.0
8.016030814498663,106.41629028320312,-12.711931228637695,0.0016267395112663507,-89.6092529296875,0.0,0.0,8.132786888381816e-09,2.886924588274553e-10,0.0014742660569027066,3.754526289867499e-07,-4.570460676589505e-10,-0.0035415636375546455,-3.216985362541891e-07,-5.456874077935936e-06,1.9597050648911818e-09,0.005307357804930602,0.75,-0.003688487922772765,0.0,0,-1,0,False,0,0.0
8.066030815243721,106.41629028320312,-12.711931228637695,0.0016923522343859076,-89.6092529296875,0.0,0.0,6.35028518658487e-09,1.8453105710136697e-10,0.0012003326555714011,-3.5650032259582076e-08,-2.083228034521767e-09,-0.00547866802662611,-1.911066931370442e-07,-4.645394710678374e-06,3.008794324799169e-09,0.0043211975601175675,0.75,-0.003693186677992344,0.0,0,-1,0,False,0,0.0
8.116030815988779,106.41629028320312,-12.711931228637695,0.0017440032679587603,-89.6092529296875,0.0,0.0,-8.854774691258172e-09,6.040006272911569e-10,0.0009251213050447404,-3.04101206438645e-07,8.389391403795798e-09,-0.005504227243363857,-9.063545007848006e-07,-2.1102175651321886e-06,-1.718879372170079e-09,0.0033304366983143313,0.75,-0.003697885200381279,0.0,0,-1,0,False,0,0.0
8.166030816733837,106.41629028320312,-12.711931228637695,0.0017829894786700606,-89.6092529296875,0.0,0.0,7.739645035975684e-10,6.64880595024897e-10,0.0006886291084811091,1.925747881159623e-07,1.2175993546748032e-09,-0.004729843698441982,-1.011682456919516e-06,1.2613450962817296e-05,-1.1254407128458155e-10,0.002479064790534714,0.75,-0.0037025839556008577,0.0,0,-1,0,False,0,0.0
8.216030817478895,106.41629028320312,-12.711931228637695,0.0017950439359992743,-89.6092529296875,0.0,0.0,-1.2122177039941562e-08,-2.1163766572573905e-10,0.00022384643671102822,-2.579228350896301e-07,-1.753036471541236e-08,-0.00929565355181694,3.8046508166189597e-07,-3.0922612495487556e-05,-9.434438785760335e-10,0.0008058471733416974,0.75,-0.0037072827108204365,0.0,0,-1,0,False,0,0.0
